price,weight,storage,battery_life,cpu,ram
524.0,2.4,1024.0,,Intel Core i5 7300HQ 2.5GHz,8
421.0,1.15,32.0,,Samsung Cortex A72&A53 2.0GHz,4
310.0,1.86,500.0,,Intel Core i5 7200U 2.5GHz,4
744.0,0.92,256.0,,Intel Core M 1.1GHz,8
767.0,1.6,256.0,,Intel Core i5 7200U 2.5GHz,8
848.0,2.21,1152.0,,Intel Core i7 7700HQ 2.8GHz,12
235.0,1.9,1024.0,,Intel Core i3 6006U 2GHz,4
1375.0,4.3,1536.0,,Intel Core i7 6700HQ 2.6GHz,16
174.0,2.1,1024.0,,Intel Celeron Dual Core N3350 2GHz,4
1310.0,2.43,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
319.0,2.3,128.0,,Intel Core i3 6006U 2.0GHz,4
402.0,2.2,500.0,,Intel Core i7 6500U 2.5GHz,8
822.0,2.0,512.0,,Intel Core i7 8550U 1.8GHz,16
1713.0,1.2,512.0,,Intel Core i7 7500U 2.7GHz,16
747.0,2.2,1024.0,,Intel Core i7 6700HQ 2.6GHz,8
568.0,2.36,256.0,,Intel Core i5 7200U 2.5GHz,8
370.0,1.91,256.0,,Intel Core i5 7200U 2.5GHz,8
191.0,2.2,500.0,,AMD E-Series 9000 2.2GHz,4
402.0,3.3,1024.0,,Intel Core i3 6006U 2.0GHz,8
1566.0,2.2,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
818.0,0.92,512.0,,Intel Core M 1.2GHz,8
1118.0,2.2,1152.0,,Intel Core i7 7700HQ 2.8GHz,16
1246.0,2.43,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
639.0,2.191,256.0,,Intel Core i5 7200U 2.5GHz,8
1246.0,2.9,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
111.0,1.3,32.0,,Intel Celeron Dual Core 3205U 1.5GHz,2
382.0,3.3,1024.0,,Intel Core i3 6006U 2GHz,4
345.0,2.8,1024.0,,Intel Core i5 7200U 2.5GHz,8
813.0,2.6,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
735.0,1.2,256.0,,Intel Core i7 7Y75 1.3GHz,8
978.0,2.3,256.0,,Intel Core i7 6600U 2.6GHz,8
944.0,2.2,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
338.0,2.1,1024.0,,AMD A12-Series 9720P 2.7GHz,6
1095.0,1.26,256.0,,Intel Core i5 6300U 2.4GHz,8
325.0,2.08,500.0,,Intel Core i3 7100U 2.4GHz,4
198.0,2.65,1024.0,,Intel Pentium Quad Core N3710 1.6GHz,4
944.0,1.29,256.0,,Intel Core i7 7500U 2.7GHz,8
334.0,2.18,1024.0,,Intel Core i5 7200U 2.5GHz,4
658.0,2.6,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
735.0,2.2,1152.0,,Intel Core i7 7700HQ 2.8GHz,8
1055.0,1.3,512.0,,Intel Core i7 6500U 2.50GHz,16
2237.0,1.95,1024.0,,Intel Core i7 7700HQ 2.8GHz,16
300.0,2.3,1024.0,,Intel Core i3 7100U 2.4GHz,8
1022.0,2.7,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
613.0,1.08,256.0,,Intel Core i5 1.6GHz,4
306.0,2.1,1024.0,,Intel Core i3 6006U 2GHz,4
1405.0,1.54,256.0,,Intel Core i7 6500U 2.5GHz,8
471.0,2.24,500.0,,Intel Core i5 6200U 2.3GHz,4
747.0,2.3,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
958.0,1.4,512.0,,Intel Core i7 7500U 2.7GHz,16
382.0,2.2,256.0,,AMD A12-Series 9720P 3.6GHz,6
818.0,1.45,256.0,,Intel Core i7 6500U 2.5GHz,8
231.0,2.4,500.0,,Intel Core i3 6006U 2.0GHz,4
1150.0,2.77,512.0,,Intel Core i7 7500U 2.7GHz,16
703.0,1.54,256.0,,Intel Core i5 6200U 2.3GHz,4
1023.0,2.5,1280.0,,Intel Core i7 7700HQ 2.8GHz,16
559.0,1.6,500.0,,Intel Core i5 7200U 2.5GHz,4
1487.0,2.34,1280.0,,Intel Core i7 6700HQ 2.6GHz,16
366.0,2.3,256.0,,Intel Core i5 7200U 2.5GHz,8
1159.0,1.24,256.0,,Intel Core i5 7Y54 1.2GHz,8
207.0,2.2,500.0,,Intel Pentium Quad Core N3710 1.6GHz,4
255.0,1.86,500.0,,AMD A6-Series 9220 2.5GHz,4
364.0,2.4,128.0,,Intel Core i3 6100U 2.3GHz,6
685.0,1.9,256.0,,Intel Core i5 6200U 2.3GHz,8
284.0,2.2,500.0,,Intel Pentium Quad Core N3700 1.6GHz,4
217.0,2.0,1024.0,,Intel Celeron Dual Core N3350 1.1GHz,4
1215.0,4.0,1152.0,,Intel Core i7 6700HQ 2.6GHz,16
313.0,2.29,500.0,,Intel Core i3 6006U 2GHz,4
572.0,2.32,1024.0,,Intel Core i7 6500U 2.5GHz,8
786.0,2.4,1152.0,,Intel Core i7 6700HQ 2.6GHz,8
533.0,1.8,128.0,,Intel Core i5 6200U 2.3GHz,4
466.0,1.2,512.0,,Intel Core M 6Y30 0.9GHz,8
293.0,2.3,1024.0,,Intel Core i3 7100U 2.4GHz,6
185.0,2.4,500.0,,Intel Celeron Dual Core N3060 1.6GHz,4
242.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,2
575.0,2.6,1024.0,,Intel Core i7 6700HQ 2.6GHz,8
352.0,2.04,1024.0,,AMD A9-Series 9410 2.9GHz,6
515.0,2.3,1024.0,,Intel Core i7 7500U 2.7GHz,8
134.0,1.17,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
461.0,2.2,500.0,,Intel Core i7 6500U 2.5GHz,4
408.0,1.8,128.0,,Intel Core i7 6500U 2.5GHz,4
958.0,1.3,512.0,,Intel Core i7 6500U 2.5GHz,16
146.0,1.5,64.0,,Intel Celeron Dual Core N3050 1.6GHz,2
488.0,2.19,1024.0,,Intel Core i7 6500U 2.5GHz,6
236.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,4
466.0,1.2,512.0,,Intel Core M 6Y30 0.9GHz,8
293.0,2.3,1024.0,,Intel Core i3 7100U 2.4GHz,6
185.0,2.4,500.0,,Intel Celeron Dual Core N3060 1.6GHz,4
242.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,2
575.0,2.6,1024.0,,Intel Core i7 6700HQ 2.6GHz,8
352.0,2.04,1024.0,,AMD A9-Series 9410 2.9GHz,6
515.0,2.3,1024.0,,Intel Core i7 7500U 2.7GHz,8
134.0,1.17,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
461.0,2.2,500.0,,Intel Core i7 6500U 2.5GHz,4
408.0,1.8,128.0,,Intel Core i7 6500U 2.5GHz,4
958.0,1.3,512.0,,Intel Core i7 6500U 2.5GHz,16
146.0,1.5,64.0,,Intel Celeron Dual Core N3050 1.6GHz,2
488.0,2.19,1024.0,,Intel Core i7 6500U 2.5GHz,6
236.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,4
466.0,1.2,512.0,,Intel Core M 6Y30 0.9GHz,8
293.0,2.3,1024.0,,Intel Core i3 7100U 2.4GHz,6
185.0,2.4,500.0,,Intel Celeron Dual Core N3060 1.6GHz,4
242.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,2
575.0,2.6,1024.0,,Intel Core i7 6700HQ 2.6GHz,8
352.0,2.04,1024.0,,AMD A9-Series 9410 2.9GHz,6
515.0,2.3,1024.0,,Intel Core i7 7500U 2.7GHz,8
134.0,1.17,32.0,,Intel Celeron Dual Core N3060 1.6GHz,2
461.0,2.2,500.0,,Intel Core i7 6500U 2.5GHz,4
408.0,1.8,128.0,,Intel Core i7 6500U 2.5GHz,4
958.0,1.3,512.0,,Intel Core i7 6500U 2.5GHz,16
146.0,1.5,64.0,,Intel Celeron Dual Core N3050 1.6GHz,2
488.0,2.19,1024.0,,Intel Core i7 6500U 2.5GHz,6
236.0,2.2,500.0,,Intel Celeron Dual Core N3050 1.6GHz,4
